,text,labels
742,"Rachel picked 7 apples from her tree. Thereafter 2 new apples grew on the tree. Now the tree has 6 apples still on it.
How many apples did the tree have to begin with?",addition-subtraction
743,"There were 8 people on the bus. At the next stop 12 more people got on the bus and 3 people got off.
How many people are there on the bus now?",subtraction
744,"Dave had 15 apps and 24 files on his phone. After deleting some apps and files he had 21 apps and 4 files left.
How many more apps than files does he have left on the phone?",subtraction
745,"Baker made 173 cakes. He bought 103 new cakes and sold 86 cakes.
How many cakes does baker still have?",addition-subtraction
746,"Mary is baking a cake. The recipe calls for 11 cups of sugar 6 cups of flour and 9 cups of salt. She already put in 12 cups of flour.
How many more cups of sugar than cups of salt does she need to add now?",subtraction
747,"Ryan learns english and chinese for 7 days. Every day he spends 4 hours on learning english and 5 hours on learning chinese.
How many hours does he spend on learning english and chinese in all?",division-multiplication
748,"Dan has $ 7. He bought a candy bar for $ 2 and a chocolate for $ 3.
How much money is left?",subtraction
749,"During summer break 61619 kids from Lawrence county stayed home and the rest went to camp. The total number of kids in Lawrence county is 91676.
About how many kids in Lawrence county went to camp?",subtraction
750,"After Jessie started to go jogging everyday she lost 126 kilograms. She currently weighs 66 kilograms.
How much did she weigh before starting to jog?",addition-subtraction
751,"Josh had 7 marbles in his collection. He lost 8 marbles and found 10 new ones.
How many more marbles did he find than those he lost?",subtraction
752,"Nell collects cards. She had 239 baseball cards and 38 Ace cards. She gave some of her cards to Jeff and now has 376 Ace cards and 111 baseball cards left.
How many more Ace cards than baseball cards does Nell have?",subtraction
753,"In a school there are 362 boys and 257 girls. 403 more girls joined the school.
How many more girls than boys does the school have?",subtraction
754,"Paul got a box of some crayons for his birthday. By the end of the school year he had either lost or given away 551 of them and only had 177 left.
How many crayons did he get for his birthday?",addition-subtraction
755,"Bryan took a look at his books as well. If he has a total of 42 books and each bookshelf contains 2 books
How many bookshelves does he have?",division-multiplication
756,"Julia played tag with 16 kids on monday. If she played tag with 12 more kids on monday than on tuesday
How many kids did she play with on tuesday?",subtraction
757,"He then went to see the oranges being harvested. He found out that they harvest 41 sacks of unripe oranges and 86 sacks of ripe oranges per day.
How many more sacks of ripe oranges than unripe oranges are harvested per day?",subtraction
758,"Allan brought 5 balloons. If Allan and Jake brought total of 6 balloons to the park
How many balloons did Jake bring to the park?",subtraction
759,"The ring toss game at the carnival made 144 dollars per day. They were at the carnival for 22 days.
How much money did they make?",division-multiplication
760,"Each basket of peaches has 19 red peaches and 4 green peaches. If there are 15 such baskets
How many peaches are in the baskets altogether?",division-multiplication
761,"Paco had 37 sweet cookies and 11 salty cookies. He ate 5 sweet cookies and 2 salty cookies.
How many more sweet cookies than salty cookies did he eat?",subtraction
762,"Jake has 11 fewer peaches than Steven. If Jake has 17 peaches.
How many peaches does Steven have?",addition-subtraction
763,"Paul got a box of 267 crayons for his birthday. During the school year he lost 231 crayons while he gave away 308 crayons to his friends.
How many more crayons did he give to his friends than those he lost?",subtraction
764,"If the cave is 919 feet deep and they need to travel 1307 feet
How far is the end of the cave?",addition-subtraction
765,"There are 203 bananas and 63 oranges in Philip's collection. If the bananas are organized into 7 groups and oranges are organized into 95 groups
How big is each group of bananas?",division-multiplication
766,"Rebecca wants to split a collection of eggs into groups of 5. Rebecca has 20 eggs and 6 marbles.
How many more eggs does Rebecca have than marbles?",subtraction
767,"Paige raised 15 goldfish in the pond but stray cats loved eating them. 5 were eaten.
How many goldfish remained?",subtraction
768,"Zachary did 59 push-ups and 44 crunches in gym class today. David did 19 more push-ups but 27 less crunches than zachary.
How many push-ups did David do?",addition-subtraction
769,"Dave had 19 apps on his phone. He deleted 5 apps.
How many apps are left on his phone?",subtraction
770,"Mary is baking a cake. The recipe calls for 9 cups of sugar 14 cups of flour and 40 cups of salt. She already put in 4 cups of flour.
How many more cups of flour than cups of sugar does she need to add now?",subtraction
771,"He then went to see the oranges being harvested. He found out that they harvest 82 sacks of ripe oranges and 61 sacks of unripe oranges per day.
How many sacks of ripe oranges will they have after 25 days of harvest?",division-multiplication
772,"Jack received 10 emails and 12 letters in the morning. He then received 3 emails and 44 letters in the afternoon.
How many more emails did Jack receive in the morning than in the afternoon?",subtraction
773,"Katie had 62 new games and 80 old games. Her friends had 73 new games and 41 old games.
How many old games do they have 3",addition-subtraction
774,"Together Adam and Jackie have 12 apples. He has 9 apples more than Adam and Jackie together do. Adam has 8 more apples than Jackie.
How many apples does He have?",addition-subtraction
775,"He then went to see the oranges being harvested. He found out that they harvest 67 sacks per day and that each sack containes 12 oranges.
How many oranges are harvested if they harvest a total of 35 sacks of oranges?",division-multiplication
776,"There are 87 oranges and 290 bananas in Philip's collection. If the bananas are organized into 2 groups and oranges are organized into 93 groups
How big is each group of bananas?",division-multiplication
777,"There are 384 oranges and 192 bananas in Philip's collection. If the bananas are organized into 345 groups and oranges are organized into 16 groups
How big is each group of oranges?",division-multiplication
778,"David did 27 more push-ups but 7 less crunches than Zachary in gym class today. If Zachary did 5 push-ups and 17 crunches
How many more crunches than push-ups did Zachary do?",subtraction
779,"He also had 74 aquariums for freshwater animals and 22 aquariums for saltwater animals. Each aquarium has 46 animals in it.
How many saltwater animals does Tyler have?",division-multiplication
780,"There were 106 dollars in Olivia's wallet. After she visited a supermarket and a showroom there were 26 dollars left. If she spent 49 dollars at the showroom
How much did she spend at the supermarket?",subtraction
