,pregunta,skill,level,claridad,signature
4117,"Based on the story, a farmer has enough food to feed her 1000 cows for 50 days . after 10 days some of the cows run away and the food was now enough for the same period of 50 days as before . how many, approximately, cows ran away ?",otro,OTRO,0.75,physics
46,"Mrs. Hilt bought 2 pizzas. Each pizza had 8 slices. How many total slices of pizza did she have?. There are numbers like 2, 8. Use them and decide the answer, but the exact operation is not clearly stated.",addition,ELEMENTARY,0.50,mathematics
36245,"Using 20, 6 and the thing about distance, steve, house, work, back, choose or calculate the answer.",otro,OTRO,0.25,physics
21733,"Using the information given, a train speeds past a pole in 25 seconds and a platform 200 m long in 30 seconds . its length is",otro,OTRO,0.75,physics
3972,9 men working 8 hours per day dig 30 m deep . how many extra men should be put to dig to a depth of 50 m working 6 hours per day ?. Then answer it somehow from the given data.,otro,OTRO,0.50,physics
1203,"characteristic, sedimentary, rock, high, hardness. Numbers: some numbers. What is it?",otro,ELEMENTARY,0.25,science
37537,"Read this situation and answer: a man sitting in a train which option seems to be is traveling at 30 kmph observes that a goods train, traveling in opposite direction, takes 9 seconds to pass him . if the goods train is 280 m long, find its speed . ?",otro,OTRO,0.75,physics
33345,"About train, long, running, opposite, directions: two train each 500 m long , are running in opposite directions on parallel tracks . if their speeds are 45 km / hr and. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
2818,"how many seconds will a 1000 meter long train take to cross a man walking with a speed of ... with 1000, 3, 63. The question is missing some details, answer it.",otro,OTRO,0.25,physics
30206,"how many, approximately, seconds will a train 100 meters long take to cross a bridge 180 meters long if the speed of the train is 36 kmph ?",otro,OTRO,0.75,physics
15631,"In this situation: how long will take a leak at the bottom of a tank to empty it if it will take 3 hours to fill it without the leak , but due to the leak it will take one additional hour to be filled ?. With 3, one, what should be calculated?",otro,OTRO,0.50,physics
1171,"There is a problem about steven, peaches, jake, fewer, jill; 12, 4, 67; not sure which part is needed, find the answer.",challenge,ELEMENTARY,0.25,mathematics
32470,"Based on the story, Using the information given, if 5 machines can produce 20 units in 10 hours, how long would it take 10 to produce 60 units ?",otro,OTRO,0.75,physics
1667,"About class, made, solar, cooker, large: A class made a solar cooker out of a large can. What color should they paint the can in order to collect the most heat? / black / green / pink / white. Find the result from the information, although some parts are not explicit.",otro,ELEMENTARY,0.50,science
27455,"Using 15, 35, 9 and the thing about suresh, complete, hours, ashutosh, alone, choose or calculate the answer.",otro,OTRO,0.25,physics
5310,"two pipes a and b can separately fill a tank in 8 and 10 minutes respectively . a third pipe c can drain off 15 liters of water per minute . if all the pipes are opened, the tank can be filled in 10 minutes . what is, more or less, the capacity of the tank ?",otro,OTRO,0.75,physics
29405,"factory x ' s bulbs work for over 5000 hours in 78 % of cases , whereas factory y ' s bulbs work for over 5000 hours in 65 % of cases . it is known that. Then answer it somehow from the given data.",otro,OTRO,0.50,physics
24714,"days, working, will, finish, twice. Numbers: 15, 30. What is it?",otro,OTRO,0.25,physics
15514,"Read this situation and answer: if two integers x, y ( x > y ) are selected from - 10 to 4 ( inclusive ), how many, approximately, possible cases are there ?",otro,OTRO,0.75,probability
649,"About remainder, divided: What is the remainder when 2198 is divided by 44?. Find the result from the information, although some parts are not explicit.",division,ELEMENTARY,0.50,mathematics
6919,"in order to fence a square manish fixed 48 poles . ... with 48, two, 2. The question is missing some details, answer it.",otro,OTRO,0.25,physics
1985,"Using the information given, When nearly vertical rays of solar energy strike a region of the Earth, that area has warm temperatures. What region of the Earth gets nearly vertical rays of solar energy year around (A) Equator (B) Australia (C) United States (D) North and South Poles ?",otro,MIDDLE,0.75,science
112,Animals give off carbon dioxide that plants take in through leaves. What do plants give off as a result. Then answer it somehow from the given data.,otro,ELEMENTARY,0.50,science
17439,"There is a problem about golu, started, house, towards, north; 8, 6; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
555,"Based on the story, Using the information given, a metallic sheet is of rectangular shape with dimensions 48 m x 36 m . from each of its corners, a square is cut off so as to make an open box . if the length of the square is 3 m, the volume of the box ( in m 3 ) is",geometry,ELEMENTARY,0.75,mathematics
620,"a rectangular field is to be fenced on three sides leaving a side of 20 feet uncovered . if the. There are numbers like three, 20, 390. Use them and decide the answer, but the exact operation is not clearly stated.",geometry,ELEMENTARY,0.50,mathematics
1593,"Using 10, 11, 45 and the thing about marbles, doug, lost, playground, choose or calculate the answer.",challenge,ELEMENTARY,0.25,mathematics
1671,"Using the information given, the area of a triangle is with base 5 .5 m and height 6 m ?",geometry,ELEMENTARY,0.75,mathematics
33448,a person can row at 10 kmph in still water . if the velocity of the current is 2 kmph and. Then answer it somehow from the given data.,otro,OTRO,0.50,physics
32874,"reciprocal, number, other. Numbers: two, 1 / 17, 1 / 312, one, 24. What is it?",otro,OTRO,0.25,physics
37549,"Read this situation and answer: a taxi company charges $ 1.15 for the first quarter of a mile and fifteen cents for each additional quarter of a mile . what is, more or less, the maximum distance someone could travel with $ 4.90 ?",otro,OTRO,0.75,physics
5040,"About distance, between, mountains, inches, actual: on a map the distance between two mountains is 312 inches . the actual distance between the mountains is 136 km . ram is camped at a. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
28390,"a train 105 m long passes a man , running at 5 km / hr in the same direction in which the ... with 105, 5, 10. The question is missing some details, answer it.",otro,OTRO,0.25,physics
905,"A worm has fallen into a hole that is 26 inches deep. It climbs up 8 inches and slides back 3 inches every day. How many, approximately, days will it take the worm to reach the top ?",division,ELEMENTARY,0.75,mathematics
57,"In this situation: Winter is almost here and most animals are migrating to warmer countries.. With 89, 60, what should be calculated?",subtraction,ELEMENTARY,0.50,mathematics
9624,"There is a problem about work, days, needed, finish; 10, 2; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
3433,"Based on the story, a train 500 m long can cross an electric pole in 50 sec and then try to find the speed of the train ?",otro,OTRO,0.75,physics
1149,"what is the smallest number by which 2880 must be divided in order to make it into a perfect square ?. There are numbers like 2880. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,probability
615,"Using 300 and the thing about marcia, spent, minutes, working, science, choose or calculate the answer.",division,ELEMENTARY,0.25,mathematics
717,Which option seems to be color baseball cap would absorb the most light on a sunny day? (A) pink (B) black (C) white (D) yellow,otro,ELEMENTARY,0.75,science
2133,At the fair Amy started with thirty-three tickets and then bought twenty-one more. How many tickets did Amy have total?. Then answer it somehow from the given data.,addition,ELEMENTARY,0.50,mathematics
104,"grocery, store, bottles, regular, soda. Numbers: 22, 61. What is it?",subtraction,ELEMENTARY,0.25,mathematics
30587,"Read this situation and answer: a cistern is filled by a tap in 8 1 / 2 hours . due to leak in the bottom of the cistern, it takes half an hour longer to fill the cistern . if the cistern is full how many, approximately, hours will it take the leak to empty it ?",otro,OTRO,0.75,physics
13948,"About cats, kill, rats, minutes, long: if 3 cats can kill 3 rats in 3 minutes , how long will it take 100 cats to kill 100 rats ?. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
119,"Cindy has 105 stickers. ... with 105, 23, 45. The question is missing some details, answer it.",time,ELEMENTARY,0.25,mathematics
34003,a train running at the speed of 60 km / hr crosses a pole in 4 seconds . try to find the length of the train . ?,otro,OTRO,0.75,physics
1333,"In this situation: He then went to see the oranges being harvested.. With 8, 24, what should be calculated?",challenge,ELEMENTARY,0.50,mathematics
24891,"There is a problem about trains, equal, lengths, take, respectively; two, 10, 20, 120; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
351,"Based on the story, If the climate in an area were to become much drier, which option seems to be plant variation would be most advantageous to the survival of the species? (A) bigger branches (B) larger flowers (C) thicker leaves (D) longer stems",otro,MIDDLE,0.75,science
