,pregunta,skill,level,claridad,signature
14721,"city a and city b are 140 miles apart . train c departs city a , heading towards city b , at 4 : 00 and travels at 40 miles per hour . train d departs city b , heading towards city a , at 5 : 30 and travels at 20 miles per hour . the trains travel on parallel tracks . at what time do the two trains meet ?",otro,OTRO,1,physics
1256,The Razorback t-shirt shop makes $ 23 dollars off each t-shirt sold. During the Arkansas and Texas tech game they made $ 230 by selling t-shirts. How many t-shirts did they sell?,challenge,ELEMENTARY,1,mathematics
22057,"in traveling from a dormitory to a certain city , a student went 1 / 5 of the way by foot , 2 / 3 of the way by bus , and the remaining 4 kilometers by car . what is the distance , in kilometers , from the dormitory to the city ?",otro,OTRO,1,physics
505,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 705 visitors came to the Buckingham palace that day. If there were 191 visitors the previous day and 457 visitors the day before that
How many more visitors visited the Buckingham palace on that day than on the previous 245 days?",subtraction,ELEMENTARY,1,mathematics
1195,A plant is discolored and has large brown blotches on its leaves. This condition is most likely caused by (A) pollination. (B) photosynthesis. (C) nourishment. (D) disease.,otro,MIDDLE,1,science
610," While playing a trivia game, Adam answered 5 questions correct in the first half and 5 questions correct in the second half. If each question was worth 5 points, what was his final score? ",algebra,ELEMENTARY,1,mathematics
1106,"A restaurant charges 4% service charge. If your order amounted to 450,
how much did you pay?",addition,ELEMENTARY,1,mathematics
974, Nancy uploaded 51 pictures to Facebook. She put 11 pics into one album and put the rest into 8 different albums. How many pictures were in each album? ,algebra,ELEMENTARY,1,mathematics
13670,two numbers have a h . c . f of 14 and a product of two numbers is 2562 . find the l . c . m of the two numbers ?,otro,OTRO,1,physics
19592,"tom drives from town w to town b , driving at a constant speed of 60 miles per hour . from town b tom immediately continues to town c . the distance between w and b is twice the distance between b and c . if the average speed of the whole journey was 36 mph , then what is tom ' s speed driving from b to c in miles per hour ?",otro,OTRO,1,physics
1210,Mary is baking a cake. The recipe calls for 5 cups of flour and 14 cups of sugar. She already put in 10 cups of flour and 2 cups of sugar. How many more cups of sugar does she need to add?,challenge,ELEMENTARY,1,mathematics
1701,what is the probability of randomly selecting one of the shortest diagonals from all the diagonals of a regular decagon ( 10 - sided polygon ) ?,otro,OTRO,1,probability
1995,"Oliver had to wash 39 short sleeve shirts and 47 long sleeve shirts before school. If he had only washed 20 of them by the time school started,
how many did he not wash? ",subtraction,ELEMENTARY,1,mathematics
510,the perimeter of a triangle is 39 cm and the inradius of the triangle is 1.5 cm . what is the area of the triangle ?,geometry,ELEMENTARY,1,mathematics
17086,"the megatek corporation is displaying its distribution of employees by department in a circle graph . the size of each sector of the graph representing a department is proportional to the percentage of total employees in that department . if the section of the circle graph representing the manufacturing department takes up 18 ° of the circle , what percentage of megatek employees are in manufacturing ?",otro,OTRO,1,physics
428,(-21)/(-6)*((-480)/35)/12,algebra,ELEMENTARY,1,mathematics
1487,"if the volume of the cube is 729 cm 3 , then the surface area of the cube will be",geometry,ELEMENTARY,1,mathematics
1619,A hiker wants to know if air is warmer in a forest than in the nearby farm field. Which activity would best help the hiker find out which area is warmer? (A) reading a book about farm fields (B) making a weather prediction for the forests (C) measuring the wind speed at both locations (D) recording the temperatures at both locations,otro,ELEMENTARY,1,science
1800,"A group of 8 friends were playing a video game. In the game, each player started with 8 lives.
How many lives did they have totaled?",multiplication,ELEMENTARY,1,mathematics
557," Janet was playing a video game and had 47 lives. In a hard part of the game she lost 23 lives. If she got 46 more lives in the next level, how many lives would she have? ",algebra,ELEMENTARY,1,mathematics
275,Joan grew 29 carrots and 14 watermelons . Jessica grew 11 carrots . How many carrots did they grow in all ? ,addition-subtraction,ELEMENTARY,1,mathematics
1880,A group of citizens want to have a statue built out of marble. They want to place it in a climate that has a slow rate of chemical weathering. In which type of climate would it be best to place the statue for the slowest rate of chemical weathering? (A) hot and dry (B) cold and dry (C) hot and humid (D) cold and humid,otro,MIDDLE,1,science
199,"The train left for the station at 9:45 and arrived at 10:00.
How long did it take?",subtraction,ELEMENTARY,1,mathematics
532,"I see 115 cows grazing in the pasture.
How many legs do I see?",multiplication,ELEMENTARY,1,mathematics
1082,Jamal lives in the Northern Hemisphere. Which season is it when the Northern Hemisphere is pointed away from the Sun? (A) fall (B) spring (C) summer (D) winter,otro,ELEMENTARY,1,science
217,"On her vacation last summer , Trisha walked all over New York City to buy souvenirs . First , she walked 0.1111111111111111 mile from her hotel to a postcard shop . Then she walked 0.1111111111111111 mile from the postcard shop to a T-shirt shop and 0.6666666666666666 mile from the T-shirt shop back to the hotel . How many miles did Trisha walk in all ? ",addition-subtraction,ELEMENTARY,1,mathematics
781,"if 50 apprentices can finish a job in 4 hours , and 30 journeymen can finish the same job in 8 hours , how much of the job should be completed by 10 apprentices and 15 journeymen in one hour ?",otro,OTRO,1,physics
51,find the area of a parallelogram with base 24 cm and height 16 cm .,geometry,ELEMENTARY,1,mathematics
1136,"a wire can be bent in the form of a circle of radius 56 cm . if it is bent in the form of a square , then its area will be",geometry,ELEMENTARY,1,mathematics
18496,"an automotive test consisted of driving a car the same distance 3 separate times , first at an average rate of 4 miles per hour , then 5 miles per hour , then 6 miles per hour . if the test took 37 hours to complete , how many miles was the car driven during the entire test ?",otro,OTRO,1,physics
2167,Which object helps people understand what makes up white light? (A) Barometer (B) Prism (C) Microscope (D) Thermometer,otro,ELEMENTARY,1,science
37685,"a alone can finish a work in 10 days which b alone can finish in 15 days . if they work together and finish it , then out of a total wages of rs . 3000 , a will get :",otro,OTRO,1,physics
1024,the volume of a box with a square base is 128 cubic cm . the area of the base of the box is 8 inches more than the height . what is the length of the base of the box ?,geometry,ELEMENTARY,1,mathematics
5820,"the length of the bridge , which a train 110 meters long and travelling at 45 km / hr can cross in 30 seconds , is :",otro,OTRO,1,physics
23654,"a motorcyclist goes from nagpur to pune , a distance of 500 kms at an average of 100 kmph speed . another man starts from nagpur by car 3 â ½ hours after the first , and reaches pune â ½ hour earlier . what is the ratio of the speed of the motorcycle and the car ?",otro,OTRO,1,physics
2023,"jonathan can type a 40 page document in 40 minutes , susan can type it in 30 minutes , and jack can type it in 24 minutes . working together , how much time will it take them to type the same document ?",otro,OTRO,1,physics
32098,"in a race , the speeds of a and b are in the ratio 3 : 4 . a takes 30 minutes more than b to reach the destination . the time taken by a to reach the destination is ?",otro,OTRO,1,physics
2257,Which stimulus causes a responding plant to demonstrate phototropism? (A) intensity of light (B) direction of light (C) length of day (D) time of day,otro,MIDDLE,1,science
334,"In living things, traits are passed on from one generation to the next by the transfer of (1) blood (2) minerals (3) Calories (4) DNA",otro,MIDDLE,1,science
457,"One of his favorites is a book called Encyclopedia of Life and Everything Else. The book has 7 large chapters, each having 566 pages.
How many pages does the encyclopedia have in total?",multiplication,ELEMENTARY,1,mathematics
29367,"a boat running up stram takes 6 hours to cover a certain distance , while it takes 8 hours to cover the same distance running down stream . what is the ratio between the speed of the boat and the speed of water current respectively ?",otro,OTRO,1,physics
30892,the speed of a boat in still water is 12 km / hr and the rate of current is 4 km / hr . the distance travelled downstream in 18 minutes is,otro,OTRO,1,physics
